symbol,name,reportDate,fiscalDateEnding,estimate,currency
VCTR,Victory Capital Holdings Inc - Class A,2023-11-01,2023-09-30,1.16,USD
VCYT,Veracyte Inc,2023-10-31,2023-09-30,-0.15,USD
VDOMF,VDOMF,2023-11-27,2023-09-30,,CAD
VDRM,VDRM,2023-10-17,2023-09-30,,USD
VDTAF,VDTAF,2023-10-16,2023-08-31,,CAD
VECO,Veeco Instruments Inc,2023-11-06,2023-09-30,0.37,USD
VECT,VectivBio Holding AG,2023-11-29,2023-09-30,-0.46,USD
VEEE,Twin Vee PowerCats Company,2023-11-07,2023-09-30,0,USD
VEEV,Veeva Systems Inc - Class A,2023-11-29,2023-10-31,1.26,USD
VEGGD,VEGGD,2023-10-31,2023-08-31,,CAD
VEII,VEII,2023-11-10,2023-09-30,,USD
VEL,Velocity Financial Inc,2023-11-01,2023-09-30,0.35,USD
VELXF,VELXF,2023-11-14,2023-09-30,,USD
VENG,VENG,2023-10-28,2023-09-30,,USD
VENGD,VENGD,2023-10-28,2023-09-30,,USD
VENZF,VENZF,2023-09-25,2023-06-30,,USD
VENZF,VENZF,2023-10-16,2023-09-30,,USD
VEOEY,VEOEY,2023-11-09,2023-09-30,0.517,EUR
VERA,Vera Therapeutics Inc - Class A,2023-11-08,2023-09-30,-0.55,USD
VERB,Verb Technology Company Inc,2023-11-13,2023-09-30,-0.6,USD
VERI,Veritone Inc,2023-11-06,2023-09-30,-0.18,USD
VERO,Venus Concept Inc,2023-11-08,2023-09-30,-1.25,USD
VERU,Veru Inc,2023-12-04,2023-09-30,-0.23,USD
VERV,Verve Therapeutics Inc,2023-11-07,2023-09-30,-0.9051,USD
VERX,Vertex Inc Class A,2023-11-07,2023-09-30,0.09,USD
VET,Vermilion Energy Inc,2023-11-01,2023-09-30,0.26,CAD
VEV,Vicinity Motor Corp,2023-11-13,2023-09-30,-0.06,USD
VEXTF,VEXTF,2023-11-15,2023-09-30,,USD
VFC,VF Corp,2023-10-24,2023-09-30,0.66,USD
VFF,Village Farms International Inc,2023-11-07,2023-09-30,-0.04,USD
VGANF,VGANF,2023-11-20,2023-09-30,,CAD
VGFC,VGFC,2023-11-13,2023-09-30,,CAD
VGFCQ,VGFCQ,2023-11-13,2023-09-30,,CAD
VGR,Vector Group Ltd,2023-10-30,2023-09-30,0.36,USD
VGZ,Vista Gold Corp,2023-10-25,2023-09-30,,USD
VHC,Virnetx Holding Corp,2023-11-08,2023-09-30,,USD
VHI,Valhi Inc,2023-11-01,2023-09-30,0.01,USD
VHIBF,VHIBF,2023-11-08,2023-09-30,,CAD
VIA,Via Renewables Inc - Class A,2023-11-01,2023-09-30,,USD
VIAAY,VIAAY,2023-11-16,2023-09-30,0,EUR
VIAO,VIA optronics AG,2023-11-23,2023-09-30,-0.0964,EUR
VIAV,Viavi Solutions Inc,2023-11-01,2023-09-30,0.1,USD
VIAYY,VIAYY,2023-11-08,2023-09-30,-0.0391,BRL
VIBEF,VIBEF,2023-11-27,2023-09-30,,USD
VICI,VICI Properties Inc,2023-10-25,2023-09-30,0.63,USD
VICR,Vicor Corp,2023-10-23,2023-09-30,0.31,USD
VIDE,VIDE,2023-10-17,2023-08-31,0,USD
VIEW,View Inc - Class A,2023-11-06,2023-09-30,-6.41,USD
VIEWF,VIEWF,2023-11-17,2023-09-30,0,CNY
VIGL,Vigil Neuroscience Inc,2023-11-09,2023-09-30,-0.5629,USD
VINC,Vincerx Pharma Inc,2023-11-08,2023-09-30,-0.46,USD
VINO,Gaucho Group Holdings Inc,2023-11-16,2023-09-30,,USD
VINP,Vinci Partners Investments Ltd - Class A,2023-11-07,2023-09-30,0.24,BRL
VIOT,Viomi Technology Co Ltd,2023-11-21,2023-09-30,,CNY
VIPRF,VIPRF,2023-11-27,2023-09-30,,CAD
VIPS,Vipshop Holdings Ltd,2023-11-20,2023-09-30,0.38,CNY
VIR,Vir Biotechnology Inc,2023-11-01,2023-09-30,-1.21,USD
VIRC,Virco Manufacturing Corp,2023-12-11,2023-10-31,0.39,USD
VIRI,Virios Therapeutics Inc,2023-11-09,2023-09-30,-0.06,USD
VIRT,Virtu Financial Inc - Class A,2023-11-01,2023-09-30,0.47,USD
VIRX,Viracta Therapeutics Inc,2023-11-08,2023-09-30,-0.3,USD
VISL,Vislink Technologies Inc,2023-11-13,2023-09-30,-0.8,USD
VIST,Vista Energy S.A.B. de C.V,2023-10-24,2023-09-30,1.08,USD
VITFF,VITFF,2023-11-06,2023-08-31,,CAD
VITL,Vital Farms Inc,2023-11-01,2023-09-30,0.05,USD
VIV,Telefonica Brasil S.A.,2023-11-01,2023-09-30,0.1567,BRL
VIVE,VIVE,2023-11-08,2023-09-30,-0.37,USD
VIVHY,VIVHY,2023-11-17,2023-09-30,1.54,EUR
VIVK,Vivakor Inc,2023-11-28,2023-09-30,-0.01,USD
VIZNF,VIZNF,2023-10-23,2023-09-30,,USD
VJET,Voxeljet AG,2023-11-15,2023-09-30,-0.48,EUR
VKIN,VKIN,2023-11-13,2023-09-30,,USD
VKSC,VKSC,2023-11-13,2023-09-30,,USD
VKTX,Viking Therapeutics Inc,2023-10-24,2023-09-30,-0.22,USD
VLCN,Volcon Inc,2023-11-14,2023-09-30,-0.27,USD
VLD,Velo3D Inc - New,2023-11-07,2023-09-30,-0.0748,USD
VLDR,VLDR,2023-11-06,2023-09-30,,USD
VLEEY,VLEEY,2023-10-26,2023-09-30,0,EUR
VLERF,VLERF,2023-11-09,2023-09-30,0.25,USD
VLGEA,Village Super Market Inc - Class A,2023-10-02,2023-07-31,,USD
VLGEA,Village Super Market Inc - Class A,2023-12-04,2023-10-31,,USD
VLMGF,VLMGF,2023-11-15,2023-08-31,,CAD
VLMZF,VLMZF,2023-11-27,2023-09-30,,CAD
VLN,Valens Semiconductor Ltd,2023-11-09,2023-09-30,-0.1077,USD
VLNS,VLNS,2023-10-11,2023-08-31,,CAD
VLNSF,VLNSF,2023-10-12,2023-08-31,,USD
VLO,Valero Energy Corp,2023-10-26,2023-09-30,7.4,USD
VLON,VLON,2023-11-01,2023-09-30,,USD
VLVLY,VLVLY,2023-10-18,2023-09-30,0.5688,SEK
VLY,Valley National Bancorp,2023-10-26,2023-09-30,0.26,USD
VMC,Vulcan Materials Company,2023-10-31,2023-09-30,2.27,USD
VMD,Viemed Healthcare Inc,2023-10-30,2023-09-30,0.08,USD
VMEO,Vimeo Inc,2023-10-31,2023-09-30,-0.05,USD
VMI,Valmont Industries Inc,2023-10-24,2023-09-30,3.73,USD
VMW,Vmware Inc - Class A,2023-11-20,2023-10-31,1.74,USD
VNCE,Vince Holding Corp,2023-12-11,2023-11-30,0.2316,USD
VNDA,Vanda Pharmaceuticals Inc,2023-10-31,2023-09-30,-0.04,USD
VNET,VNET Group Inc,2023-11-20,2023-09-30,-0.07,CNY
VNJA,VNJA,2023-11-06,2023-09-30,,USD
VNO,Vornado Realty Trust,2023-10-30,2023-09-30,0.11,USD
VNOM,Viper Energy Partners LP,2023-11-06,2023-09-30,0.39,USD
VNRX,VolitionRX Ltd,2023-11-13,2023-09-30,-0.13,USD
VNT,Vontier Corporation,2023-11-01,2023-09-30,0.68,USD
VNTR,VNTR,2023-11-01,2023-09-30,-0.43,USD
VNTRQ,VNTRQ,2023-11-12,2023-09-30,-0.43,USD
VNUE,VNUE,2023-11-15,2023-09-30,,USD
VNWTF,VNWTF,2023-11-08,2023-09-30,,USD
VOC,VOC Energy Trust,2023-11-08,2023-09-30,,USD
VOCL,VOCL,2023-11-14,2023-09-30,,USD
VOD,Vodafone Group plc,2023-11-14,2023-09-30,0,EUR
VOLVF,VOLVF,2023-10-18,2023-09-30,5.8,SEK
VOR,Vor Biopharma Inc,2023-11-08,2023-09-30,-0.47,USD
VORB,VORB,2023-11-06,2023-09-30,-0.1281,USD
VORBQ,VORBQ,2023-11-06,2023-09-30,-0.1281,USD
VOXR,Vox Royalty Corp,2023-11-13,2023-09-30,0.01,USD
VOXX,VOXX International Corp - Class A,2023-10-09,2023-08-31,-0.38,USD
VOYA,Voya Financial Inc,2023-10-30,2023-09-30,2.09,USD
VPG,Vishay Precision Group Inc,2023-11-06,2023-09-30,0.58,USD
VPRB,VPRB,2023-11-14,2023-09-30,,USD
VPRIF,VPRIF,2023-09-27,2023-07-31,,CAD
VPTDF,VPTDF,2023-11-29,2023-09-30,,CAD
VQS,VIQ Solutions Inc,2023-11-07,2023-09-30,-0.035,USD
VRA,Vera Bradley Inc,2023-12-06,2023-11-30,0.09,USD
VRAR,Glimpse Group Inc (The),2023-09-26,2023-06-30,-0.14,USD
VRAR,Glimpse Group Inc (The),2023-11-13,2023-09-30,0,USD
VRAY,VRAY,2023-10-30,2023-09-30,-0.14,USD
VRAYQ,VRAYQ,2023-10-30,2023-09-30,-0.1403,USD
VRCA,Verrica Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.33,USD
VRDN,Viridian Therapeutics Inc,2023-11-13,2023-09-30,-1.24,USD
VRE,Veris Residential Inc,2023-10-31,2023-09-30,-0.12,USD
VREX,Varex Imaging Corp,2023-11-13,2023-09-30,0.35,USD
VRM,Vroom Inc,2023-11-06,2023-09-30,-0.42,USD
VRME,VerifyMe Inc,2023-11-08,2023-09-30,-0.1,USD
VRNA,Verona Pharma Plc,2023-11-07,2023-09-30,-0.28,USD
VRNOF,VRNOF,2023-11-13,2023-09-30,-0.03,USD
VRNS,Varonis Systems Inc,2023-10-30,2023-09-30,0.02,USD
VRNT,Verint Systems Inc,2023-12-05,2023-10-31,0.61,USD
VRPX,Virpax Pharmaceuticals Inc,2023-11-13,2023-09-30,-0.19,USD
VRRCF,VRRCF,2023-11-01,2023-09-30,,CAD
VRRM,Verra Mobility Corp - Class A,2023-10-31,2023-09-30,0.27,USD
VRSK,Verisk Analytics Inc,2023-10-30,2023-09-30,1.47,USD
VRSN,Verisign Inc,2023-10-25,2023-09-30,1.81,USD
VRT,Vertiv Holdings Co - Class A,2023-10-24,2023-09-30,0.44,USD
VRTB,VRTB,2023-11-16,2023-09-30,0,USD
VRTS,Virtus Investment Partners Inc,2023-10-24,2023-09-30,6.12,USD
VRTV,Veritiv Corp,2023-11-06,2023-09-30,5.15,USD
VRTX,Vertex Pharmaceuticals Inc,2023-10-25,2023-09-30,3.97,USD
VRXWF,VRXWF,2023-11-07,2023-09-30,,CAD
VSAT,Viasat Inc,2023-11-06,2023-09-30,0.63,USD
VSBGF,VSBGF,2023-11-27,2023-09-30,,USD
VSCO,Victoria`s Secret & Company,2023-12-01,2023-10-31,-0.79,USD
VSEC,VSE Corp,2023-10-24,2023-09-30,0.69,USD
VSH,Vishay Intertechnology Inc,2023-10-31,2023-09-30,0.57,USD
VSPC,VSPC,2023-11-16,2023-09-30,0,USD
VSQTF,VSQTF,2023-11-27,2023-09-30,,CAD
VSST,VSST,2023-11-29,2023-09-30,0,USD
VST,Vistra Corp,2023-11-02,2023-09-30,1.85,USD
VSTA,Vasta Platform Ltd Class A,2023-11-08,2023-09-30,-0.15,BRL
VSTM,Verastem Inc,2023-11-01,2023-09-30,-0.86,USD
VSTO,Vista Outdoor Inc,2023-11-02,2023-09-30,1.18,USD
VSYS,VSYS,2023-11-14,2023-09-30,0,CAD
VTAK,Catheter Precision Inc,2023-09-25,2023-06-30,-0.3,USD
VTAK,Catheter Precision Inc,2023-11-13,2023-09-30,,USD
VTDRF,VTDRF,2023-11-08,2023-09-30,,USD
VTEX,Vtex - Class A,2023-11-06,2023-09-30,-0.02,USD
VTGDF,VTGDF,2023-11-07,2023-09-30,0,USD
VTGN,VistaGen Therapeutics Inc,2023-11-08,2023-09-30,,USD
VTLE,Vital Energy Inc,2023-11-01,2023-09-30,5.12,USD
VTN,Invesco Trust For Investment Grade New York Municipals,2023-11-03,2023-10-31,,USD
VTNR,Vertex Energy Inc,2023-11-06,2023-09-30,0.03,USD
VTOL,Bristow Group Inc,2023-10-31,2023-09-30,0.5567,USD
VTR,Ventas Inc,2023-11-01,2023-09-30,-0.01,USD
VTRS,Viatris Inc,2023-11-06,2023-09-30,0.74,USD
VTRU,Vitru Ltd,2023-11-08,2023-09-30,0.26,BRL
VTS,Vitesse Energy Inc,2023-11-29,2023-08-31,0.55,USD
VTSI,VirTra Inc,2023-11-13,2023-09-30,-0.05,USD
VTVT,vTv Therapeutics Inc - Class A,2023-11-08,2023-09-30,-0.08,USD
VTYX,Ventyx Biosciences Inc,2023-11-03,2023-09-30,-0.92,USD
VUZI,Vuzix Corporation,2023-11-07,2023-09-30,-0.15,USD
VVCIF,VVCIF,2023-11-13,2023-09-30,,CAD
VVI,Viad Corp,2023-11-01,2023-09-30,1.27,USD
VVIVF,VVIVF,2023-11-27,2023-09-30,,CAD
VVNT,VVNT,2023-11-06,2023-09-30,,USD
VVOS,Vivos Therapeutics Inc,2023-12-18,2023-09-30,-0.12,USD
VVPR,VivoPower International PLC,2023-11-29,2023-09-30,-0.03,USD
VVV,Valvoline Inc,2023-11-13,2023-09-30,0.41,USD
VVX,V2X Inc,2023-11-06,2023-09-30,0.13,USD
VWAGY,VWAGY,2023-10-26,2023-09-30,1.22,EUR
VWAPY,VWAPY,2023-10-26,2023-09-30,0.8519,EUR
VWDRY,VWDRY,2023-11-08,2023-09-30,0.0028,EUR
VWE,Vintage Wine Estates Inc,2023-09-26,2023-06-30,-0.0932,USD
VWE,Vintage Wine Estates Inc,2023-11-13,2023-09-30,-0.07,USD
VWSYF,VWSYF,2023-11-08,2023-09-30,0.0014,EUR
VXRT,Vaxart Inc,2023-11-06,2023-09-30,-0.18,USD
VXTRF,VXTRF,2023-11-27,2023-09-30,,CAD
VYBE,VYBE,2023-11-08,2023-09-30,,USD
VYEY,VYEY,2023-11-14,2023-09-30,0,USD
VYGR,Voyager Therapeutics Inc,2023-11-06,2023-09-30,-0.58,USD
VYND,VYND,2023-11-21,2023-09-30,,USD
VYNE,VYNE Therapeutics Inc,2023-11-08,2023-09-30,-1.97,USD
VYNT,VYNT,2023-11-13,2023-09-30,,USD
VZ,Verizon Communications Inc,2023-10-24,2023-09-30,1.19,USD
VZIO,VIZIO Holding Corp - Class A,2023-11-07,2023-09-30,0.01,USD
VZLA,Vizsla Silver Corp,2023-12-11,2023-10-31,-0.0124,CAD
W,Wayfair Inc - Class A,2023-11-01,2023-09-30,-0.48,USD
WAB,Westinghouse Air Brake Technologies Corp,2023-10-30,2023-09-30,1.46,USD
WABC,Westamerica Bancorporation,2023-10-18,2023-09-30,1.43,USD
WACLY,WACLY,2023-11-02,2023-09-30,0,JPY
WAFD,Washington Federal Inc,2023-10-11,2023-09-30,0.89,USD
WAKE,WAKE,2023-12-11,2023-09-30,,USD
WAL,Western Alliance Bancorp,2023-10-18,2023-09-30,1.9,USD
WALD,Waldencast plc - Class A,2023-11-09,2023-09-30,0.05,USD
WARM,WARM,2023-11-20,2023-09-30,,USD
WASH,Washington Trust Bancorp Inc,2023-10-23,2023-09-30,0.59,USD
WAT,Waters Corp,2023-10-30,2023-09-30,2.58,USD
WATT,Energous Corp,2023-11-01,2023-09-30,-1.2,USD
WAYN,WAYN,2023-10-18,2023-09-30,,USD
WB,Weibo Corp,2023-11-15,2023-09-30,0.55,USD
WBA,Walgreens Boots Alliance Inc,2023-10-12,2023-08-31,0.7,USD
WBBW,WBBW,2023-09-25,2023-06-30,,USD
WBBW,WBBW,2023-10-18,2023-09-30,,USD
WBD,Warner Bros. Discovery Inc - Class A,2023-11-01,2023-09-30,-0.03,USD
WBEVQ,WBEVQ,2023-12-06,2023-09-30,-0.21,USD
WBNEF,WBNEF,2023-11-13,2023-09-30,,CAD
WBRBY,WBRBY,2023-11-09,2023-09-30,0.2233,EUR
WBS,Webster Financial Corp,2023-10-18,2023-09-30,1.47,USD
WBX,Wallbox N.V - Class A,2023-11-07,2023-09-30,,EUR
WCC,Wesco International Inc,2023-11-01,2023-09-30,3.9,USD
WCFB,WCFB,2023-10-27,2023-09-30,,USD
WCN,Waste Connections Inc,2023-10-31,2023-09-30,1.14,USD
WD,Walker & Dunlop Inc,2023-11-07,2023-09-30,1.16,USD
WDAY,Workday Inc - Class A,2023-11-27,2023-10-31,1.4,USD
WDBG,WDBG,2023-11-29,2023-09-30,0,USD
WDC,Western Digital Corp,2023-10-25,2023-09-30,-1.9,USD
WDDD,WDDD,2023-11-02,2023-09-30,,USD
WDFC,WD-40 Company,2023-10-17,2023-08-31,1.21,USD
WDGJF,WDGJF,2023-11-09,2023-09-30,0,USD
WDH,Waterdrop Inc,2023-11-28,2023-09-30,0.02,CNY
WDOFF,WDOFF,2023-11-07,2023-09-30,,CAD
WDS,Woodside Energy Group Ltd,2023-10-18,2023-09-30,0,USD
WE,WeWork Inc - Class A,2023-11-08,2023-09-30,-4.32,USD
WEAV,Weave Communications Inc,2023-11-03,2023-09-30,-0.06,USD
WEBB,WEBB,2023-11-13,2023-09-30,0,USD
WEBC,WEBC,2023-10-02,2023-07-31,,USD
WEBC,WEBC,2023-12-04,2023-10-31,,USD
WEC,WEC Energy Group Inc,2023-10-30,2023-09-30,0.96,USD
WECMF,WECMF,2023-11-08,2023-09-30,,CAD
WEDXF,WEDXF,2023-11-08,2023-09-30,,USD
WEEEF,WEEEF,2023-10-23,2023-09-30,,CAD
WEJO,WEJO,2023-11-29,2023-09-30,-0.11,USD
WEJOQ,WEJOQ,2023-11-29,2023-09-30,-0.11,USD
WELL,Welltower Inc,2023-11-01,2023-09-30,0.1767,USD
WEN,Wendy`s Co - Class A,2023-11-02,2023-09-30,0.25,USD
WERN,Werner Enterprises Inc,2023-10-31,2023-09-30,0.52,USD
WES,Western Midstream Partners LP,2023-10-31,2023-09-30,0.65,USD
WEST,Westrock Coffee Company,2023-11-13,2023-09-30,0.05,USD
WETG,WeTrade Group Inc,2023-11-23,2023-09-30,,USD
WEX,WEX Inc,2023-10-25,2023-09-30,3.71,USD
WEYS,Weyco Group Inc,2023-10-30,2023-09-30,,USD
WF,Woori Financial Group Inc,2023-10-27,2023-09-30,2.41,USD
WFC,Wells Fargo & Company,2023-10-13,2023-09-30,1.22,USD
WFCF,Where Food Comes From Inc,2023-11-13,2023-09-30,,USD
WFG,West Fraser Timber Co. Ltd,2023-10-24,2023-09-30,1.16,USD
WFICF,WFICF,2023-12-11,2023-10-31,,CAD
WFRD,Weatherford International plc - New,2023-10-23,2023-09-30,1.43,USD
WFSTF,WFSTF,2023-11-01,2023-09-30,,CAD
WGO,Winnebago Industries Inc,2023-10-17,2023-08-31,1.46,USD
WGO,Winnebago Industries Inc,2023-12-14,2023-11-30,1.7,USD
WGS,GeneDx Holdings Corp - Class A,2023-11-13,2023-09-30,-1.3,USD
WH,Wyndham Hotels & Resorts Inc,2023-10-23,2023-09-30,1.27,USD
WHD,Cactus Inc - Class A,2023-11-06,2023-09-30,0.83,USD
WHEN,WHEN,2023-11-20,2023-09-30,,USD
WHF,WhiteHorse Finance Inc,2023-11-13,2023-09-30,0.46,USD
WHG,Westwood Holdings Group Inc,2023-10-24,2023-09-30,,USD
WHLM,Wilhelmina International Inc,2023-11-08,2023-09-30,,USD
WHLR,Wheeler Real Estate Investment Trust Inc,2023-11-06,2023-09-30,,USD
WHR,Whirlpool Corp,2023-10-23,2023-09-30,4.18,USD
WHSI,WHSI,2023-11-29,2023-09-30,0,USD
WHTCF,WHTCF,2023-11-08,2023-09-30,,CAD
WILC,G. Willi-Food International Ltd,2023-11-22,2023-09-30,,ILS
WINA,Winmark Corporation,2023-10-10,2023-09-30,,USD
WING,Wingstop Inc,2023-10-24,2023-09-30,0.51,USD
WINT,Windtree Therapeutics Inc,2023-11-13,2023-09-30,-0.63,USD
WIPKF,WIPKF,2023-10-18,2023-09-30,0.55,USD
WIRE,Encore Wire Corp,2023-10-23,2023-09-30,4.7,USD
WISA,WiSA Technologies Inc,2023-11-13,2023-09-30,-0.84,USD
WISH,ContextLogic Inc - Class A,2023-11-07,2023-09-30,-3.11,USD
WIT,Wipro Ltd,2023-10-17,2023-09-30,0.0656,INR
WIX,Wix.com Ltd,2023-11-08,2023-09-30,0.67,USD
WJRYY,WJRYY,2023-10-30,2023-09-30,0.7992,JPY
WJXFF,WJXFF,2023-11-06,2023-09-30,,CAD
WK,Workiva Inc - Class A,2023-10-31,2023-09-30,0.04,USD
WKC,World Kinect Corp,2023-10-25,2023-09-30,0.58,USD
WKEY,WISeKey International Holding Ltd,2023-09-30,2023-06-30,-0.0283,USD
WKHS,Workhorse Group Inc,2023-11-06,2023-09-30,-0.12,USD
WKME,WalkMe Ltd,2023-11-13,2023-09-30,-0.01,USD
WKSP,Worksport Ltd,2023-11-13,2023-09-30,-0.25,USD
WLBMF,WLBMF,2023-11-08,2023-09-30,,CAD
WLDBF,WLDBF,2023-11-07,2023-09-30,0.0149,CAD
WLDN,Willdan Group Inc,2023-11-01,2023-09-30,0.36,USD
WLFC,Willis Lease Finance Corp,2023-10-31,2023-09-30,,USD
WLFFF,WLFFF,2023-11-23,2023-09-30,,CAD
WLK,Westlake Corporation,2023-11-01,2023-09-30,2.04,USD
WLKP,Westlake Chemical Partners LP,2023-11-01,2023-09-30,0.44,USD
WLMS,WLMS,2023-11-13,2023-09-30,-0.05,USD
WLMSQ,WLMSQ,2023-11-13,2023-09-30,-0.15,USD
WLY,John Wiley & Sons Inc - Class A,2023-12-06,2023-10-31,0.56,USD
WLYB,John Wiley & Sons Inc - Class B,2023-12-06,2023-10-31,0.36,USD
WM,Waste Management Inc,2023-10-24,2023-09-30,1.61,USD
WMB,Williams Cos Inc,2023-10-30,2023-09-30,0.41,USD
WMC,Western Asset Mortgage Capital Corp,2023-11-01,2023-09-30,0.27,USD
WMG,Warner Music Group Corp - Class A,2023-11-20,2023-09-30,0.25,USD
WMK,Weis Markets Inc,2023-10-30,2023-09-30,,USD
WMMVY,WMMVY,2023-10-25,2023-09-30,0.4262,MXN
WMPN,William Penn Bancorporation,2023-10-19,2023-09-30,0.03,USD
WMS,Advanced Drainage Systems Inc,2023-11-01,2023-09-30,1.64,USD
WMT,Walmart Inc,2023-11-16,2023-10-31,1.5,USD
WNC,Wabash National Corp,2023-10-24,2023-09-30,1.02,USD
WNEB,Western New England Bancorp Inc,2023-10-23,2023-09-30,0.15,USD
WNS,WNS Holdings Ltd,2023-10-18,2023-09-30,1.03,USD
WOLF,Wolfspeed Inc,2023-10-24,2023-09-30,-0.68,USD
WONDF,WONDF,2023-10-15,2023-09-30,,USD
WOOF,Petco Health and Wellness Co Inc - Class A,2023-11-28,2023-10-31,0.02,USD
WOR,Worthington Industries Inc,2023-09-27,2023-08-31,2.04,USD
WOR,Worthington Industries Inc,2023-12-18,2023-11-30,1.21,USD
WORX,SCWorx Corp,2023-11-14,2023-09-30,,USD
WOW,WideOpenWest Inc,2023-11-01,2023-09-30,0.01,USD
WOWI,WOWI,2023-11-14,2023-09-30,0,USD
WPC,W. P. Carey Inc,2023-11-02,2023-09-30,1.37,USD
WPM,Wheaton Precious Metals Corp,2023-11-01,2023-09-30,0.3,USD
WPP,WPP Plc.,2023-10-27,2023-09-30,0,GBP
WPRT,Westport Fuel Systems Inc,2023-11-06,2023-09-30,-0.62,USD
WRAP,Wrap Technologies Inc,2023-11-07,2023-09-30,-0.1,USD
WRB,W.R. Berkley Corp,2023-10-23,2023-09-30,1.17,USD
WRBY,Warby Parker Inc - Class A,2023-11-10,2023-09-30,0.01,USD
WRIV,WRIV,2023-11-20,2023-09-30,,USD
WRK,WestRock Company,2023-11-08,2023-09-30,0.74,USD
WRLD,World Acceptance Corp,2023-10-25,2023-09-30,1.71,USD
WRN,Western Copper & Gold Corp,2023-11-01,2023-09-30,,CAD
WSBC,Wesbanco Inc,2023-10-23,2023-09-30,0.59,USD
WSBF,Waterstone Financial Inc,2023-10-24,2023-09-30,0.23,USD
WSC,WillScot Mobile Mini Holdings Corp,2023-10-31,2023-09-30,0.45,USD
WSFS,WSFS Financial Corp,2023-10-23,2023-09-30,1.05,USD
WSM,Williams-Sonoma Inc,2023-11-15,2023-10-31,3.34,USD
WSNAF,WSNAF,2023-11-29,2023-10-31,-0.05,USD
WSO,Watsco Inc - Class A,2023-10-18,2023-09-30,4.21,USD
WSO-B,Watsco Inc - Class B,2023-10-19,2023-09-30,4.21,USD
WSPOF,WSPOF,2023-11-07,2023-09-30,,CAD
WSR,Whitestone REIT,2023-10-30,2023-09-30,0.09,USD
WSRRF,WSRRF,2023-11-23,2023-10-31,,CAD
WST,West Pharmaceutical Services Inc,2023-10-25,2023-09-30,1.86,USD
WSTL,WSTL,2023-11-11,2023-09-30,0,USD
WSTRF,WSTRF,2023-11-07,2023-09-30,,USD
WT,WisdomTree Inc,2023-10-26,2023-09-30,0.1,USD
WTBA,West Bancorporation,2023-10-26,2023-09-30,0.31,USD
WTER,Alkaline Water Company Inc (The),2023-11-13,2023-09-30,,USD
WTFC,Wintrust Financial Corp,2023-10-16,2023-09-30,2.42,USD
WTI,W & T Offshore Inc,2023-11-06,2023-09-30,0.03,USD
WTKWY,WTKWY,2023-11-01,2023-09-30,0,EUR
WTM,White Mountains Insurance Group Ltd,2023-11-06,2023-09-30,2,USD
WTRG,Essential Utilities Inc,2023-11-06,2023-09-30,0.29,USD
WTS,Watts Water Technologies Inc - Class A,2023-10-31,2023-09-30,1.83,USD
WTSHF,WTSHF,2023-11-01,2023-09-30,,CAD
WTT,WTT,2023-11-13,2023-09-30,,USD
WTTR,Select Water Solutions Inc - Class A,2023-10-31,2023-09-30,0.23,USD
WTW,Willis Towers Watson Public Ltd Company,2023-10-26,2023-09-30,2.06,USD
WU,Western Union Company,2023-10-30,2023-09-30,0.38,USD
WULF,TeraWulf Inc,2023-11-13,2023-09-30,-0.0267,USD
WVE,Wave Life Sciences Ltd,2023-11-08,2023-09-30,-0.18,USD
WVFC,WVFC,2023-11-06,2023-09-30,0,USD
WVVI,Willamette Valley Vineyard Inc,2023-11-13,2023-09-30,,USD
WW,WW International Inc,2023-11-01,2023-10-31,0.12,USD
WWD,Woodward Inc,2023-11-15,2023-09-30,1.3,USD
WWE,World Wrestling Entertainment Inc - Class A,2023-10-31,2023-09-30,0.58,USD
WWHC,WWHC,2023-11-09,2023-09-30,0,USD
WWR,Westwater Resources Inc,2023-11-08,2023-09-30,,USD
WWTIF,WWTIF,2023-11-27,2023-09-30,,USD
WWW,Wolverine World Wide Inc,2023-11-07,2023-09-30,0.07,USD
WY,Weyerhaeuser Company,2023-10-25,2023-09-30,0.37,USD
WYNN,Wynn Resorts Ltd,2023-11-07,2023-09-30,0.77,USD
WYY,Widepoint Corp,2023-11-13,2023-09-30,-0.01,USD
X,United States Steel Corp,2023-10-25,2023-09-30,1.1,USD
XAIR,Beyond Air Inc,2023-11-06,2023-09-30,-0.47,USD
XAUMD,XAUMD,2023-11-09,2023-09-30,,CAD
XAUMF,XAUMF,2023-11-09,2023-09-30,,CAD
XBIO,Xenetic Biosciences Inc,2023-11-08,2023-09-30,-1.12,USD
XBIT,XBiotech Inc,2023-11-07,2023-09-30,,USD
XBOR,XBOR,2023-11-14,2023-09-30,0,USD
XBRAF,XBRAF,2023-10-27,2023-08-31,,CAD
XCUR,Exicure Inc,2023-11-13,2023-09-30,,USD
XDSL,XDSL,2023-11-20,2023-09-30,0,USD
XEL,Xcel Energy Inc,2023-10-25,2023-09-30,1.31,USD
XELA,Exela Technologies Inc,2023-11-13,2023-09-30,,USD
XELB,Xcel Brands Inc,2023-11-13,2023-09-30,-0.16,USD
XENE,Xenon Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.77,USD
XERS,Xeris Biopharma Holdings Inc,2023-11-08,2023-09-30,-0.1075,USD
XESP,XESP,2023-11-14,2023-09-30,,USD
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,2023-11-29,2023-09-30,0.38,USD
